#Sample	GRFv
2301	701.83
2302	704.96
2303	703.08
2304	704.33
2305	703.7
2306	704.64
2307	704.01
2308	705.26
2309	704.63
2310	703.69
2311	702.44
2312	705.57
2313	706.82
2314	705.88
2315	705.88
2316	707.13
2317	709.64
2318	711.83
2319	711.51
2320	713.08
2321	710.57
2322	714.33
2323	713.39
2324	715.58
2325	712.44
2326	713.39
2327	712.44
2328	715.26
2329	714
2330	714.94
2331	713.06
2332	714.31
2333	713.37
2334	714.62
2335	712.74
2336	713.05
2337	711.79
2338	712.42
2339	710.53
2340	710.84
2341	710.21
2342	709.27
2343	708.33
2344	707.38
2345	706.12
2346	707.06
2347	706.43
2348	706.11
2349	704.23
2350	706.1
2351	702.96
2352	704.53
2353	702.02
2354	700.76
2355	698.56
2356	700.43
2357	698.24
2358	698.23
2359	694.78
2360	695.4
2361	694.77
2362	695.71
2363	693.51
2364	695.07
2365	693.81
2366	693.81
2367	694.11
2368	696.3
2369	692.54
2370	691.28
2371	692.52
2372	693.77
2373	693.46
2374	691.57
2375	690.94
2376	692.5
2377	693.44
2378	693.43
2379	692.8
2380	693.11
2381	689.66
2382	693.1
2383	692.15
2384	692.78
2385	688.39
2386	689.33
2387	689.01
2388	689.32
2389	687.43
2390	687.43
2391	684.92
2392	688.05
2393	685.85
2394	688.98
2395	685.84
2396	687.41
2397	686.47
2398	688.03
2399	686.14
2400	686.77
2401	687.39
2402	688.64
2403	687.7
2404	688.95
2405	688.63
2406	691.14
2407	691.76
2408	693.33
2409	695.83
2410	694.58
2411	696.77
2412	698.65
2413	698.03
2414	703.04
2415	699.9
2416	706.48
2417	707.43
2418	710.25
2419	710.88
2420	714.01
2421	716.21
2422	719.66
2423	720.92
2424	725.93
2425	727.81
2426	732.83
2427	735.97
2428	740.36
2429	742.24
2430	744.44
2431	747.89
2432	750.09
2433	751.34
2434	754.79
2435	756.67
2436	759.49
2437	759.49
2438	761.37
2439	762.93
2440	764.5
2441	763.88
2442	766.07
2443	765.76
2444	764.81
2445	763.56
2446	766.38
2447	762.62
2448	761.67
2449	759.79
2450	757.91
2451	753.21
2452	752.89
2453	749.75
2454	746.93
2455	742.54
2456	738.15
2457	735.64
2458	731.88
2459	725.92
2460	722.47
2461	717.14
2462	713.06
2463	709.92
2464	704.6
2465	701.15
2466	694.88
2467	692.37
2468	690.8
2469	684.53
2470	680.77
2471	674.81
2472	671.68
2473	666.66
2474	664.47
2475	658.2
2476	654.75
2477	650.04
2478	648.47
2479	643.46
2480	640.02
2481	634.69
2482	635
2483	629.04
2484	627.79
2485	623.72
2486	620.9
2487	618.39
2488	615.26
2489	611.19
2490	609.94
