2.1306	1.7405	1.7457	-53.2223
2.1507	1.6750	1.6798	-38.1749
2.1708	1.5954	1.5943	-24.1167
2.1909	1.5090	1.5170	-18.0062
2.2110	1.4121	1.4107	-18.7420
2.2311	1.3088	1.3180	-19.8545
2.2512	1.2000	1.2067	-7.2523
2.2713	1.0853	1.0783	7.1091
2.2914	0.9715	0.9658	3.5716
2.3115	0.8626	0.8627	14.8536
2.3316	0.7664	0.7659	37.1942
2.3517	0.6798	0.6700	40.9521
2.3718	0.6014	0.5805	30.4765
2.3919	0.5392	0.5361	22.1798
2.4120	0.4865	0.4845	21.8410
2.4321	0.4359	0.4381	18.1663
2.4522	0.3960	0.4025	11.2460
2.4723	0.3587	0.3486	11.1952
2.4924	0.3254	0.3274	13.1521
2.5125	0.3015	0.3067	14.0482
2.5326	0.2800	0.2782	9.5020
2.5527	0.2676	0.2703	8.1188
2.5728	0.2499	0.2420	6.0769
2.5929	0.2421	0.2471	3.6119
2.6130	0.2323	0.2435	2.4879
2.6331	0.2267	0.2299	0.8712
2.6532	0.2226	0.2175	-1.0786
2.6733	0.2140	0.2157	-1.9539
2.6934	0.2080	0.2061	-2.3031
2.7135	0.1993	0.2006	-2.7355
2.7336	0.1953	0.1869	-4.2197
2.7537	0.1811	0.1873	-4.5081
2.7738	0.1695	0.1518	-3.9986
2.7939	0.1565	0.1583	-1.3109
2.8140	0.1438	0.1389	1.7317
2.8341	0.1356	0.1270	4.7378
